Tagging ID,Day,Ai_trk,GP Job Name,Impressions,Media Cost,visits,Call Leads,Web Leads
4358719SOC-BDA4-C2,2-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,581,$14.26 ,2,#N/A,#N/A
4358719SOC-BDA5-C2,2-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,415,$14.37 ,2,#N/A,#N/A
4358819SOC-BDA1-C1,3-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,230,$4.66 ,1,#N/A,#N/A
4358819SOC-BDA1-C2,3-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,581,$19.08 ,2,0,1
4358819SOC-BDA1-C3,3-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,90,$1.87 ,#N/A,#N/A,#N/A
4358819SOC-BDA2-C1,3-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,275,$10.33 ,2,#N/A,#N/A
4358819SOC-BDA2-C3,3-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,31,$0.42 ,#N/A,#N/A,#N/A
4358819SOC-BDA2-C5,3-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,337,$11.14 ,4,0,1
4358819SOC-BDA3-C1,3-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,262,$9.97 ,#N/A,#N/A,#N/A
4358819SOC-BDA3-C2,3-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,251,$7.94 ,#N/A,#N/A,#N/A
4358819SOC-BDA3-C3,3-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,198,$9.19 ,1,#N/A,#N/A
4358819SOC-BDA4-C1,3-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,450,$9.24 ,3,#N/A,#N/A
4358819SOC-BDA4-C2,3-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,879,$23.42 ,7,#N/A,#N/A
4358819SOC-BDA5-C2,3-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,298,$10.39 ,2,#N/A,#N/A
4358919SOC-BDA1-C1,4-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,253,$2.85 ,#N/A,#N/A,#N/A
4358919SOC-BDA1-C2,4-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,330,$10.31 ,2,#N/A,#N/A
4358919SOC-BDA1-C3,4-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,85,$1.58 ,#N/A,#N/A,#N/A
4358919SOC-BDA2-C1,4-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,365,$12.99 ,1,#N/A,#N/A
4358919SOC-BDA2-C3,4-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,203,$4.57 ,2,#N/A,#N/A
4358919SOC-BDA2-C5,4-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,77,$3.32 ,1,#N/A,#N/A
4358919SOC-BDA3-C1,4-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,225,$8.30 ,1,#N/A,#N/A
4358919SOC-BDA3-C2,4-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,245,$7.63 ,1,#N/A,#N/A
4358919SOC-BDA3-C3,4-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,248,$10.58 ,#N/A,#N/A,#N/A
4358919SOC-BDA4-C1,4-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,938,$15.36 ,2,#N/A,#N/A
4358919SOC-BDA4-C2,4-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,491,$11.58 ,2,#N/A,#N/A
4358919SOC-BDA5-C2,4-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,329,$12.74 ,1,#N/A,#N/A
4359019SOC-BDA1-C1,5-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,214,$2.42 ,2,#N/A,#N/A
4359019SOC-BDA1-C2,5-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,389,$13.50 ,6,0,3
4359019SOC-BDA1-C3,5-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,79,$1.66 ,#N/A,#N/A,#N/A
4359019SOC-BDA2-C1,5-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,215,$7.86 ,1,#N/A,#N/A
4359019SOC-BDA2-C3,5-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,122,$3.02 ,#N/A,#N/A,#N/A
4359019SOC-BDA2-C5,5-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,297,$11.51 ,1,#N/A,#N/A
4359019SOC-BDA3-C1,5-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,52,$1.74 ,#N/A,#N/A,#N/A
4359019SOC-BDA3-C2,5-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,161,$6.04 ,2,#N/A,#N/A
4359019SOC-BDA3-C3,5-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,539,$23.21 ,6,#N/A,#N/A
4359019SOC-BDA4-C1,5-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,654,$11.59 ,7,#N/A,#N/A
4359019SOC-BDA4-C2,5-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,683,$15.72 ,9,#N/A,#N/A
4359019SOC-BDA5-C2,5-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,369,$13.66 ,4,1,0
4359119SOC-BDA1-C1,6-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,168,$2.14 ,4,#N/A,#N/A
4359119SOC-BDA1-C2,6-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,535,$17.17 ,8,0,1
4359119SOC-BDA1-C3,6-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,140,$5.33 ,5,#N/A,#N/A
4359119SOC-BDA2-C1,6-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,193,$8.16 ,7,0,1
4359119SOC-BDA2-C3,6-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,145,$4.29 ,3,#N/A,#N/A
4359119SOC-BDA2-C5,6-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,254,$10.76 ,4,#N/A,#N/A
4359119SOC-BDA3-C1,6-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,53,$2.14 ,3,1,0
4359119SOC-BDA3-C2,6-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,120,$4.44 ,6,#N/A,#N/A
4359119SOC-BDA3-C3,6-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,587,$22.33 ,8,#N/A,#N/A
4359119SOC-BDA4-C1,6-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,376,$5.76 ,9,#N/A,#N/A
4359119SOC-BDA4-C2,6-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,"1,335",$34.97 ,13,#N/A,#N/A
4359119SOC-BDA5-C2,6-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,104,$4.12 ,4,#N/A,#N/A
4359219SOC-BDA1-C1,7-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,380,$3.92 ,1,#N/A,#N/A
4359219SOC-BDA1-C2,7-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,644,$20.99 ,5,0,1
4359219SOC-BDA1-C3,7-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,150,$3.03 ,1,#N/A,#N/A
4359219SOC-BDA2-C1,7-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,310,$8.70 ,1,#N/A,#N/A
4359219SOC-BDA2-C3,7-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,182,$5.79 ,2,0,2
4359219SOC-BDA2-C5,7-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,268,$9.51 ,2,#N/A,#N/A
4359219SOC-BDA3-C1,7-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,113,$2.49 ,#N/A,#N/A,#N/A
4359219SOC-BDA3-C2,7-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,171,$5.36 ,1,#N/A,#N/A
4359219SOC-BDA3-C3,7-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,616,$20.65 ,6,#N/A,#N/A
4359219SOC-BDA4-C1,7-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,865,$8.58 ,4,#N/A,#N/A
4359219SOC-BDA4-C2,7-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,"1,251",$33.60 ,18,#N/A,#N/A
4359219SOC-BDA5-C2,7-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,110,$1.96 ,2,#N/A,#N/A
4359319SOC-BDA1-C1,8-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,253,$3.73 ,#N/A,#N/A,#N/A
4359319SOC-BDA1-C2,8-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,481,$10.49 ,1,#N/A,#N/A
4359319SOC-BDA1-C3,8-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,154,$2.80 ,1,#N/A,#N/A
4359319SOC-BDA2-C1,8-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,331,$8.35 ,1,#N/A,#N/A
4359319SOC-BDA2-C3,8-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,155,$4.32 ,2,#N/A,#N/A
4359319SOC-BDA2-C5,8-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,253,$9.68 ,1,#N/A,#N/A
4359319SOC-BDA3-C1,8-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,94,$1.66 ,2,#N/A,#N/A
4359319SOC-BDA3-C2,8-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,107,$3.97 ,#N/A,#N/A,#N/A
4359319SOC-BDA3-C3,8-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,814,$23.40 ,8,#N/A,#N/A
4359319SOC-BDA4-C1,8-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,942,$9.30 ,4,#N/A,#N/A
4359319SOC-BDA4-C2,8-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,997,$27.35 ,9,0,1
4359319SOC-BDA5-C2,8-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,165,$4.41 ,1,#N/A,#N/A
4359419SOC-BDA1-C1,9-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,248,$2.70 ,#N/A,#N/A,#N/A
4359419SOC-BDA1-C2,9-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,350,$9.38 ,7,0,4
4359419SOC-BDA1-C3,9-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,190,$4.72 ,1,#N/A,#N/A
4359419SOC-BDA2-C1,9-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,306,$7.70 ,#N/A,#N/A,#N/A
4359419SOC-BDA2-C3,9-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,137,$2.91 ,3,#N/A,#N/A
4359419SOC-BDA2-C5,9-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,288,$10.55 ,1,#N/A,#N/A
4359419SOC-BDA3-C1,9-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,117,$2.93 ,1,#N/A,#N/A
4359419SOC-BDA3-C2,9-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,147,$3.39 ,#N/A,#N/A,#N/A
4359419SOC-BDA3-C3,9-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,673,$22.33 ,5,#N/A,#N/A
4359419SOC-BDA4-C1,9-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,276",$15.42 ,4,#N/A,#N/A
4359419SOC-BDA4-C2,9-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,636,$15.71 ,10,#N/A,#N/A
4359419SOC-BDA5-C2,9-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,351,$9.90 ,7,#N/A,#N/A
4359519SOC-BDA1-C1,10-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,311,$1.79 ,1,#N/A,#N/A
4359519SOC-BDA1-C2,10-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,236,$7.80 ,1,0,2
4359519SOC-BDA1-C3,10-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,66,$1.40 ,1,#N/A,#N/A
4359519SOC-BDA2-C1,10-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,307,$9.39 ,2,#N/A,#N/A
4359519SOC-BDA2-C3,10-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,99,$3.12 ,1,#N/A,#N/A
4359519SOC-BDA2-C5,10-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,200,$8.02 ,1,#N/A,#N/A
4359519SOC-BDA3-C1,10-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,171,$4.60 ,#N/A,#N/A,#N/A
4359519SOC-BDA3-C2,10-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,73,$1.80 ,#N/A,#N/A,#N/A
4359519SOC-BDA3-C3,10-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,650,$22.20 ,6,#N/A,#N/A
4359519SOC-BDA4-C1,10-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,041",$9.54 ,6,#N/A,#N/A
4359519SOC-BDA4-C2,10-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,889,$24.87 ,3,#N/A,#N/A
4359519SOC-BDA5-C2,10-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,167,$5.53 ,1,#N/A,#N/A
4359619SOC-BDA1-C1,11-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,174,$2.95 ,2,#N/A,#N/A
4359619SOC-BDA1-C2,11-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,270,$5.79 ,#N/A,#N/A,#N/A
4359619SOC-BDA1-C3,11-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,77,$1.68 ,#N/A,#N/A,#N/A
4359619SOC-BDA2-C1,11-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,193,$3.25 ,1,#N/A,#N/A
4359619SOC-BDA2-C3,11-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,142,$4.42 ,#N/A,#N/A,#N/A
4359619SOC-BDA2-C5,11-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,218,$7.45 ,#N/A,#N/A,#N/A
4359619SOC-BDA3-C1,11-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,235,$6.67 ,#N/A,#N/A,#N/A
4359619SOC-BDA3-C2,11-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,185,$5.99 ,#N/A,#N/A,#N/A
4359619SOC-BDA3-C3,11-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,442,$14.87 ,1,#N/A,#N/A
4359619SOC-BDA4-C1,11-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,932,$9.25 ,8,#N/A,#N/A
4359619SOC-BDA4-C2,11-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,921,$21.45 ,5,#N/A,#N/A
4359619SOC-BDA5-C2,11-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,299,$10.48 ,2,#N/A,#N/A
4359719SOC-BDA1-C1,12-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,262,$2.81 ,3,#N/A,#N/A
4359719SOC-BDA1-C2,12-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,259,$7.65 ,6,0,3
4359719SOC-BDA1-C3,12-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,129,$3.09 ,2,#N/A,#N/A
4359719SOC-BDA2-C1,12-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,324,$4.79 ,#N/A,#N/A,#N/A
4359719SOC-BDA2-C3,12-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,248,$5.50 ,2,#N/A,#N/A
4359719SOC-BDA2-C5,12-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,291,$9.37 ,1,#N/A,#N/A
4359719SOC-BDA3-C1,12-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,240,$4.85 ,1,#N/A,#N/A
4359719SOC-BDA3-C2,12-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,208,$5.63 ,1,#N/A,#N/A
4359719SOC-BDA3-C3,12-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,513,$17.36 ,2,#N/A,#N/A
4359719SOC-BDA4-C1,12-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,030",$11.26 ,4,#N/A,#N/A
4359719SOC-BDA4-C2,12-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,845,$17.91 ,2,#N/A,#N/A
4359719SOC-BDA5-C2,12-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,320,$9.14 ,1,#N/A,#N/A
4359819SOC-BDA1-C1,13-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,348,$5.45 ,3,#N/A,#N/A
4359819SOC-BDA1-C2,13-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,343,$11.22 ,7,#N/A,#N/A
4359819SOC-BDA1-C3,13-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,146,$2.01 ,#N/A,#N/A,#N/A
4359819SOC-BDA2-C1,13-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,330,$9.85 ,1,#N/A,#N/A
4359819SOC-BDA2-C3,13-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,262,$5.75 ,#N/A,#N/A,#N/A
4359819SOC-BDA2-C5,13-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,314,$9.15 ,#N/A,#N/A,#N/A
4359819SOC-BDA3-C1,13-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,318,$7.90 ,1,#N/A,#N/A
4359819SOC-BDA3-C2,13-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,198,$6.50 ,#N/A,#N/A,#N/A
4359819SOC-BDA3-C3,13-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,575,$16.53 ,3,#N/A,#N/A
4359819SOC-BDA4-C1,13-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,861,$11.37 ,3,#N/A,#N/A
4359819SOC-BDA4-C2,13-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,954,$25.75 ,8,#N/A,#N/A
4359819SOC-BDA5-C2,13-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,273,$8.02 ,1,#N/A,#N/A
4359919SOC-BDA1-C1,14-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,513,$9.12 ,5,0,1
4359919SOC-BDA1-C2,14-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,519,$14.74 ,7,0,4
4359919SOC-BDA1-C3,14-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,239,$7.00 ,3,#N/A,#N/A
4359919SOC-BDA2-C1,14-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,434,$9.53 ,1,#N/A,#N/A
4359919SOC-BDA2-C3,14-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,228,$5.64 ,3,#N/A,#N/A
4359919SOC-BDA2-C5,14-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,275,$8.67 ,1,#N/A,#N/A
4359919SOC-BDA3-C1,14-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,178,$2.95 ,1,#N/A,#N/A
4359919SOC-BDA3-C2,14-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,152,$4.12 ,1,#N/A,#N/A
4359919SOC-BDA3-C3,14-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,765,$21.39 ,3,#N/A,#N/A
4359919SOC-BDA4-C1,14-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,826",$24.93 ,14,#N/A,#N/A
4359919SOC-BDA4-C2,14-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,829,$11.27 ,5,#N/A,#N/A
4359919SOC-BDA5-C2,14-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,308,$6.33 ,8,#N/A,#N/A
4360019SOC-BDA1-C1,15-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,379,$5.65 ,1,#N/A,#N/A
4360019SOC-BDA1-C2,15-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,261,$8.91 ,2,0,3
4360019SOC-BDA1-C3,15-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,250,$7.07 ,3,#N/A,#N/A
4360019SOC-BDA2-C1,15-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,385,$10.05 ,2,#N/A,#N/A
4360019SOC-BDA2-C3,15-May-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,181,$4.51 ,#N/A,#N/A,#N/A
4360019SOC-BDA2-C5,15-May-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,280,$10.13 ,#N/A,#N/A,#N/A
4360019SOC-BDA3-C1,15-May-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,211,$3.78 ,#N/A,#N/A,#N/A
4360019SOC-BDA3-C2,15-May-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,249,$6.06 ,#N/A,#N/A,#N/A
4360019SOC-BDA3-C3,15-May-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,664,$18.26 ,1,#N/A,#N/A
4360019SOC-BDA4-C1,15-May-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,284",$26.32 ,6,#N/A,#N/A
4360019SOC-BDA4-C2,15-May-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,757,$11.00 ,6,#N/A,#N/A
4360019SOC-BDA5-C2,15-May-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,166,$4.27 ,1,#N/A,#N/A
4360119SOC-BDA1-C1,16-May-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,669,$9.05 ,3,0,1
4360119SOC-BDA1-C2,16-May-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,264,$8.24 ,3,#N/A,#N/A
4360119SOC-BDA1-C3,16-May-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,117,$3.63 ,#N/A,#N/A,#N/A
4360119SOC-BDA2-C1,16-May-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,231,$5.54 ,3,#N/A,#N/A
